"Id","OwnerId","IsDeleted","Name","nFORCE__Data__c","nFORCE__Icon__c","nFORCE__Is_Knockout__c","nFORCE__Is_Narrative__c","nFORCE__Parameters__c","nFORCE__Script_Resource_Eight__c","nFORCE__Script_Resource_Five__c","nFORCE__Script_Resource_Four__c","nFORCE__Script_Resource_Nine__c","nFORCE__Script_Resource_One__c","nFORCE__Script_Resource_Seven__c","nFORCE__Script_Resource_Six__c","nFORCE__Script_Resource_Ten__c","nFORCE__Script_Resource_Three__c","nFORCE__Script_Resource_Two__c","nFORCE__Stylesheet_Resource_Eight__c","nFORCE__Stylesheet_Resource_Five__c","nFORCE__Stylesheet_Resource_Four__c","nFORCE__Stylesheet_Resource_Nine__c","nFORCE__Stylesheet_Resource_One__c","nFORCE__Stylesheet_Resource_Seven__c","nFORCE__Stylesheet_Resource_Six__c","nFORCE__Stylesheet_Resource_Ten__c","nFORCE__Stylesheet_Resource_Three__c","nFORCE__Stylesheet_Resource_Two__c","nFORCE__Type__c","nFORCE__View__c","nFORCE__lookupKey__c","nFORCE__Is_Angular__c","nFORCE__Script_Resource_Eleven__c","nFORCE__Script_Resource_Fifteen__c","nFORCE__Script_Resource_Fourteen__c","nFORCE__Script_Resource_Thirteen__c","nFORCE__Script_Resource_Twelve__c"
"a2Jbn0000005s9JEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkgAAE","","","","","",""
"a2Jbn0000005s9KEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkhAAE","","","","","",""
"a2Jbn0000005s9OEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkiAAE","","","","","",""
"a2Jbn0000005s9PEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkjAAE","","","","","",""
"a2Jbn0000005s9REAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkkAAE","","","","","",""
"a2Jbn0000005s9SEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCklAAE","","","","","",""
"a2Jbn0000005s9TEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkmAAE","","","","","",""
"a2Jbn0000005s9UEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCknAAE","","","","","",""
"a2Jbn0000005s9VEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkoAAE","","","","","",""
"a2Jbn0000005s9WEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkpAAE","","","","","",""
"a2Jbn0000005s9XEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkqAAE","","","","","",""
"a2Jbn0000005s9YEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkrAAE","","","","","",""
"a2Jbn0000005s9ZEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCksAAE","","","","","",""
"a2Jbn0000005s9aEAA","005bn000003k2JdAAI","","LifeCycle.Spread_Base","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","a05bn000003kCktAAE","","","","","",""
"a2Jbn0000005s6NEAQ","005bn000003k2JdAAI","","LifeCycle.Default_Widget","","","","","","","","","","LLC_BI__default_widget_app","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.name&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;/table&gt;","a05bn000003kCkuAAE","","","","","",""
"a2Jbn0000005s9bEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkvAAE","","","","","",""
"a2Jbn0000005s9fEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkwAAE","","","","","",""
"a2Jbn0000005s9cEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkxAAE","","","","","",""
"a2Jbn0000005s9dEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkyAAE","","","","","",""
"a2Jbn0000005s9eEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCkzAAE","","","","","",""
"a2Jbn0000005s9gEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl0AAE","","","","","",""
"a2Jbn0000005s9hEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl1AAE","","","","","",""
"a2Jbn0000005s9iEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl2AAE","","","","","",""
"a2Jbn0000005s9jEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl3AAE","","","","","",""
"a2Jbn0000005s9kEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl4AAE","","","","","",""
"a2Jbn0000005s9lEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl5AAE","","","","","",""
"a2Jbn0000005s9mEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl6AAE","","","","","",""
"a2Jbn0000005s9nEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl7AAE","","","","","",""
"a2Jbn0000005s9oEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl8AAE","","","","","",""
"a2Jbn0000005s9rEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCl9AAE","","","","","",""
"a2Jbn0000005s9sEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClAAAU","","","","","",""
"a2Jbn0000005s9tEAA","005bn000003k2JdAAI","","LifeCycle.Spread_Base","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","a05bn000003kClBAAU","","","","","",""
"a2Jbn0000005s9uEAA","005bn000003k2JdAAI","","LifeCycle.Default_Widget","","","","","","","","","","LLC_BI__default_widget_app","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.name&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;/table&gt;","a05bn000003kClCAAU","","","","","",""
"a2Jbn0000005s9vEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClDAAU","","","","","",""
"a2Jbn0000005s9wEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClEAAU","","","","","",""
"a2Jbn0000005s9xEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClFAAU","","","","","",""
"a2Jbn0000005s9yEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClGAAU","","","","","",""
"a2Jbn0000005s9zEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClHAAU","","","","","",""
"a2Jbn0000005sA0EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClIAAU","","","","","",""
"a2Jbn0000005sA1EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClJAAU","","","","","",""
"a2Jbn0000005sA2EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClKAAU","","","","","",""
"a2Jbn0000005sA3EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClLAAU","","","","","",""
"a2Jbn0000005sA4EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClMAAU","","","","","",""
"a2Jbn0000005sA5EAI","005bn000003k2JdAAI","","LifeCycle.Default_Widget","","","","","","","","","","LLC_BI__default_widget_app","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps.sort(sortDates) --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.lastName&quot; /&gt; , &lt;span data-bind=&quot;text: originalActor.firstName&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.lastName&quot; /&gt; , &lt;span data-bind=&quot;text: assignedActor.firstName&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;script&gt; function sortDates(a,b){if(a.theDate()&lt;b.theDate()){return -1; }else if(Date.parse(a.theDate())&gt; Date.parse(b.theDate())) {return 1; }else {return 0; } } &lt;/script&gt; &lt;/table&gt;","a05bn000003kClNAAU","","","","","",""
"a2Jbn0000005s9pEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClOAAU","","","","","",""
"a2Jbn0000005s9qEAA","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClPAAU","","","","","",""
"a2Jbn0000005sA6EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClQAAU","","","","","",""
"a2Jbn0000005sA7EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClRAAU","","","","","",""
"a2Jbn0000005sA8EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClSAAU","","","","","",""
"a2Jbn0000005sA9EAI","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClTAAU","","","","","",""
"a2Jbn0000005sAAEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClUAAU","","","","","",""
"a2Jbn0000005sABEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClVAAU","","","","","",""
"a2Jbn0000005sACEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClWAAU","","","","","",""
"a2Jbn0000005sADEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClXAAU","","","","","",""
"a2Jbn0000005sAEEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClYAAU","","","","","",""
"a2Jbn0000005sAFEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClZAAU","","","","","",""
"a2Jbn0000005sAGEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClaAAE","","","","","",""
"a2Jbn0000005sAHEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClbAAE","","","","","",""
"a2Jbn0000005sAIEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kClcAAE","","","","","",""
"a2Jbn0000005sAJEAY","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a05bn000003kCldAAE","","","","","",""
"a2Jbn0000005s8DEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a2Jbn0000005s8DEAQ","","","","","",""
"a2Jbn0000005s8EEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a2Jbn0000005s8EEAQ","","","","","",""
"a2Jbn0000005s8FEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a2Jbn0000005s8FEAQ","","","","","",""
"a2Jbn0000005s8GEAQ","005bn000003k2JdAAI","","LifeCycle.KO_Narrative","","","","","maxSize: 12000000;","","","","","nFORCE__ko_narrative_app","","","","nFORCE__ko_narrative_viewModel","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a2Jbn0000005s8GEAQ","","","","","",""
