"Id","IsDeleted","Name","OwnerId","nFORCE__App__c","nFORCE__Body_Type__c","nFORCE__Body__c","nFORCE__Description__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parameters__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Taxonomy_Id__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c"
"a0mWD000003RDklYAG","false","Escrows","005al00000RVcKvAAL","escrows","Lightning Web Component","nRETAIL:escrows","Escrows","","n-icon-fees","false","nFORCE__navigation","","escrowFeeFieldSetApi=nRetail__Escrow_Fees_Table;escrowSummaryFieldSetApi=nRetail__Escrow_Summary;","","","nFORCE__sub_navigation","","","nforce__topbar","42251373338772776"
"a0mWD000003RDnqYAG","false","SAG","005al00000RVcKvAAL","lob-saginfo","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7dtYAB","nforce__sub_navigation","lob-saginfo","","nforce__topbar","42253860079959230"
"a0mWD000003RDnrYAG","false","Seller/Partner Debt","005al00000RVcKvAAL","seller-debt-m","","nforce__ncrelatedlist","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7eMYAR","nforce__sub_navigation","seller-debt-m","","nforce__topbar","42253860079959231"
"a0mWD000003RDnsYAG","false","Legal Time","005al00000RVcKvAAL","lob-legalTimeinfo","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7eHYAR","nforce__sub_navigation","lob-legalTimeinfo","","nforce__topbar","422538600799592359"
"a0mWD000003RDymYAG","false","Collateral","005al00000RVcKvAAL","collateral-mgmt","Lightning Web Component","llc_bi:collateralManagement","","","n-icon-collateral","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42255589512144497"
"a0mWD000003RDUCYA4","false","Business Info","005al00000RVcKvAAL","sbl-business-info","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","50.0","","","a0sWD00000Xo7mFYAR","","sbl-business-info","","NPORTAL__LoanTopbar","42257741416186600"
"a0mWD000003RDynYAG","false","Relationship Search","005al00000RVcKvAAL","ind-connected-relationship-search","","llc_bi__relationship_search_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","ind-connected-relationship-search","","llc_bi__ngtopbar","42257780462603500"
"a0mWD000003RDUDYA4","false","Loan Details","005al00000RVcKvAAL","loandetails-dummy","","","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42258464540830950"
"a0mWD000003RDkmYAG","false","Get Started","005al00000RVcKvAAL","oa-personal-parentroute","Visualforce Page","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","","","","","","unsecured-retail-loan-online-application--individual-other-involved--application","","NPORTAL__LoanTopbar","42259241144791494"
"a0mWD000003RDUEYA4","false","Verification","005al00000RVcKvAAL","sbl-secured-verification","","NPORTAL__PortalEIDVerification","","","","false","NPORTAL__ApplicationNavigation","70.0","","","","","sbl-secured-verification","","NPORTAL__LoanTopbar","42259362446644300"
"a0mWD000003RDyoYAG","false","Third Parties","005al00000RVcKvAAL","heloc-third-parties","","llc_bi__third_party_management","","","n-icon-loan","false","nFORCE__navigation","","","","a0sWD00000Xo7juYAB","nFORCE__sub_navigation","heloc-third-parties","","nretail__summaryheadertopbar","42260929129804100"
"a0mWD000003RDypYAG","false","Deposit Products","005al00000RVcKvAAL","relationship-deposit-products","Lightning Web Component","nforce__korelatedtable","","","fa fa-lock fa-lg","false","nforce__inline_navigation","","readonly=true","","a0sWD00000Xo7lAYAR","nforce__sub_navigation","relationship-deposit-products","","nforce__blank","42261705351810300"
"a0mWD000003RDUFYA4","false","Collections","005al00000RVcKvAAL","collections","","","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42262141425761446"
"a0mWD000003RDUGYA4","false","Generate Credit Memo","005al00000RVcKvAAL","action-generate-credit-memo","","nFORMS__NewFormGenerator","","","n-icon-credit_memo","false","nforce__navigation","","form_purpose=Credit Memo","","","nforce__sub_navigation","action-generate-credit-memo","","nforce__topbar","42262522727677391"
"a0mWD000003RDUHYA4","false","SBA Application Change of Ownership","005al00000RVcKvAAL","application-application-change-of-ownership","","nforce__korelatedtable","","","","false","nFORCE__Navigation","","","","a0sWD00000Xo7bHYAR","nFORCE__Sub_Navigation","","","nFORCE__Topbar","42264016083923007"
"a0mWD000003RDntYAG","false","Insurance","005al00000RVcKvAAL","post-appr-insurance-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7e9YAB","nforce__sub_navigation","","","nforce__topbar","42265013999364212"
"a0mWD000003RDUIYA4","false","Conflict of Interest","005al00000RVcKvAAL","sba-form-1919C","","nforce__kodatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7W1YAJ","nforce__sub_navigation","","","nforce__topbar","42266021623051456"
"a0mWD000003RDUJYA4","false","Underwriting Summary","005al00000RVcKvAAL","tool-spreads-m","","llc_bi__underwritingsummaryui","","","n-icon-underwriting","false","nforce__navigation","","","","","nforce__sub_navigation","tool-spreads-m","","nforce__topbar","42266571347537900"
"a0mWD000003RDUKYA4","false","Watchlist Report","005al00000RVcKvAAL","tool-watchlist-report","","nbridger__watchlistreport","","","n-icon-approvals","false","nFORCE__Navigation","","","","","nFORCE__Sub_Navigation","tool-watchlist-report","","nFORCE__Topbar","42267847190048800"
"a0mWD000003RDyqYAG","false","SBA Form 10","005al00000RVcKvAAL","sba-form-10-m","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000XoCH5YAN","nforce__sub_navigation","sba-form-10-m","","nforce__topbar","42268607596514800"
"a0mWD000003RDyrYAG","false","Details","005al00000RVcKvAAL","ind-connected-relationship-details","","llc_bi__relationship_details_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7jrYAB","nforce__sub_navigation","ind-connected-relationship-details","","nforce__nctopbar","42268819894039100"
"a0mWD000003RDysYAG","false","Forms Gen","005al00000RVcKvAAL","action-tm-forms-gen","","llc_bi__tmo_forms_gen_redirect","","","","false","nforce__blank","","","","","nforce__blank","action-tm-forms-gen","","nforce__blank","42268915385195300"
"a0mWD000003RDknYAG","false","Collateral","005al00000RVcKvAAL","rl-secured-collateral","Visualforce Page","NPORTAL__Collateral","","","","false","NPORTAL__ApplicationNavigation","50.0","","","","","rl-secured-collateral","","NPORTAL__LoanTopbar","42270453623906107"
"a0mWD000003RDULYA4","false","SBA Form 1920","005al00000RVcKvAAL","sba-form-19200","","nforce__kodatagrid","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7VkYAJ","nforce__sub_navigation","","","nforce__topbar","42270604425863858"
"a0mWD000003RDytYAG","false","Relationships","005al00000RVcKvAAL","unidoc-Account","","ndoc__universaldocmanconfiguration","","","","false","nforce__navigation","3.0","","","","nforce__sub_navigation","unidoc-Account","","nforce__topbar","42271426899118300"
"a0mWD000003RDUMYA4","false","Payroll Calculator - Draw 2","005al00000RVcKvAAL","payroll-calc-loan2-internal","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","","nforce__sub_navigation","payroll-calc-loan2-internal","","nforce__topbar","42273413383581892"
"a0mWD000003RDUNYA4","false","Mukesh","005al00000RVcKvAAL","MK41","","MK","","","","false","","","","","a0sWD00000Xo7mJYAR","","","","","42273992341013510"
"a0mWD000003RDyuYAG","false","Risk Ratings","005al00000RVcKvAAL","risk-rating","Lightning Web Component","nforce__korelatedtable","","","n-icon-risk_grading","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7lBYAR","nforce__sub_navigation","risk-rating","","nforce__topbar","42274464072809700"
"a0mWD000003RDkoYAG","false","Add Beneficiaries","005al00000RVcKvAAL","dep-add-beneficiary","","nPORTAL__MultiRecordForm","","","","false","nPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7cmYAB","","dep-add-beneficiary","","nPORTAL__LoanTopbar","42275797214723875"
"a0mWD000003RDyvYAG","false","Fee Summary","005al00000RVcKvAAL","heloc-fee-summary","","nretail__blank","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__sub_navigation","heloc-fee-summary","","nretail__summaryheadertopbar","42278341720513800"
"a0mWD000003RDywYAG","false","Review Detail","005al00000RVcKvAAL","pp-tn-review-detail-m","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7lCYAR","nforce__sub_navigation","pp-tn-review-detail-m","","nforce__topbar","42280836593795200"
"a0mWD000003RDkpYAG","false","Account Funding","005al00000RVcKvAAL","account-funding-business","","NPORTAL__FundAccount","","","","false","NPORTAL__ApplicationNavigation","","","","","","","","NPORTAL__LoanTopbar","42281338584974507"
"a0mWD000003RDyxYAG","false","Account Structure & Roles","005al00000RVcKvAAL","pc-account-structure-and-roles","","llc_bi__multitierinvolvement","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pc-account-structure-and-roles","","nforce__nctopbar","42282693176971200"
"a0mWD000003RDUOYA4","false","Business Review","005al00000RVcKvAAL","business-review","","nforce__kodatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7aAYAR","nforce__sub_navigation","","","nforce__topbar","42283447999981430"
"a0mWD000003RDyyYAG","false","Application","005al00000RVcKvAAL","heloc-loan-detail","","nretail__applicationdetails","","","n-icon-loan","false","nFORCE__navigation","","","","a0sWD00000Xo7lDYAR","nFORCE__Blank","heloc-loan-detail","","nretail__summaryheadertopbar","42283553070953700"
"a0mWD000003RDUPYA4","false","Replication case","005al00000RVcKvAAL","Replication case","","nforce__replicationCase","","","","false","","","","","","","","","","42285720097848422"
"a0mWD000003RDyzYAG","false","Product Package","005al00000RVcKvAAL","checklist-product-package-admin","","ncino__checklistadmin","","","","false","nforce__navigation","","sObjectType=LLC_BI__Product_Package__c","","","nforce__sub_navigation","checklist-product-package-admin","","nforce__nctopbar","42287377173260600"
"a0mWD000003RDz0YAG","false","System Properties","005al00000RVcKvAAL","tool-system-property-editor","","nforce__system_property_editor_app","","","n-icon-settings","false","nforce__navigation","","","","a0sWD00000Xo7lEYAR","nforce__sub_navigation","tool-system-property-editor","","nforce__topbar","42288198994505400"
"a0mWD000003RDkqYAG","false","Verification","005al00000RVcKvAAL","dep-eid-owner","","NPORTAL__PortalEIDVerification","","","","false","NPORTAL__ApplicationNavigation","30.0","","","","","dep-eid-owner","","NPORTAL__LoanTopbar","42289054928202481"
"a0mWD000003RDUQYA4","false","Lease Details","005al00000RVcKvAAL","lease-details","","nforce__kodatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7aBYAR","nforce__sub_navigation","","","nforce__topbar","42289079350060038"
"a0mWD000003RDz1YAG","false","Draws & Disbursements","005al00000RVcKvAAL","draw-disbursements","","llc_bi__draw_history_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7lFYAR","nforce__sub_navigation","draw-disbursements","","nforce__topbar","42290329299160500"
"a0mWD000003RDz2YAG","false","Document Preparation","005al00000RVcKvAAL","doc-prep","","nfuse__docpreplandingpage","","","n-icon-document","false","nforce__navigation","","","","","nforce__sub_navigation","doc-prep","","nforce__topbar","42294044000495700"
"a0mWD000003RDURYA4","false","Opportunities","005al00000RVcKvAAL","relationship-opportunity","","nforce__ncrelatedlist","","","n-icon-more","false","nforce__inline_navigation","","","","a0sWD00000XoCGuYAN","nforce__sub_navigation","relationship-opportunity","","nforce__topbar","42294392440851000"
"a0mWD000003RDz3YAG","false","Covenants","005al00000RVcKvAAL","covenants-m","","llc_bi__loancovenantrelatedlist","","","n-icon-covenant","false","nforce__navigation","","","","","nforce__sub_navigation","covenants-m","","nforce__topbar","42295403984357700"
"a0mWD000003RDz4YAG","false","Documents","005al00000RVcKvAAL","ind-documents","","llc_bi__retail_customer_creation_docman","","","","false","nFORCE__Navigation","","","","","nFORCE__Sub_Navigation","ind-documents","","nFORCE__nctopbar","42297037326056100"
"a0mWD000003RDUSYA4","false","DocPrep Continue","005al00000RVcKvAAL","doc-prep-continue","","wkedp__experecomdocprepcontinue","","","n-icon-document","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42298200317630324"
"a0mWD000003RDUTYA4","false","Rate Details","005al00000RVcKvAAL","pc-deposit-rate","","nforce__ncrelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7bKYAR","nforce__sub_navigation","","","nforce__topbar","42299252769234781"
"a0mWD000003RDUUYA4","false","Mortgage Product","005al00000RVcKvAAL","loan-api-mortgage-product","","nforce__korelatedtable","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42299468861503315"
"a0mWD000003RDz5YAG","false","Account Due Diligence","005al00000RVcKvAAL","pc-kyc","","llc_bi__questionnaire_deposit_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","pc-kyc","","nforce__topbar","42300907063224500"
"a0mWD000003RDUVYA4","false","Business Type","005al00000RVcKvAAL","sba-form-19202","","nforce__kodatagrid","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7YVYAZ","nforce__sub_navigation","","","nforce__topbar","42302278071476816"
"a0mWD000003RDz6YAG","false","Fees","005al00000RVcKvAAL","loan-fees","","","","","n-icon-fees","false","","","","","","","loan-fees","","","42302914449257200"
"a0mWD000003RDz7YAG","false","Connected Relationships","005al00000RVcKvAAL","bus-add-connected-relationships","","llc_bi__relationship_type_connection_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","bus-add-connected-relationships","","nforce__nctopbar","42303242292723900"
"a0mWD000003RDUWYA4","false","Offers","005al00000RVcKvAAL","sbl-offer","","nretail__offers","","","n-icon-loan","false","nFORCE__navigation","","","","","nFORCE__Blank","sbl-offer","","nretail__summaryheadertopbar","42304159397042900"
"a0mWD000003RDz8YAG","false","Relationship Search","005al00000RVcKvAAL","bus-relationship-search","","llc_bi__relationship_search_app","","","","false","nforce__navigation","","","","","nforce__sub_navigation","bus-relationship-search","","llc_bi__nctopbar","42304767271206300"
"a0mWD000003RDz9YAG","false","Draws & Disbursements","005al00000RVcKvAAL","draw","","nforce__blank","","","","false","nforce__navigation","","","","","nforce__sub_navigation","draw","","nforce__topbar","42306551685935700"
"a0mWD000003RDUXYA4","false","Referrals","005al00000RVcKvAAL","relationship-referral-information","","nforce__ncrelatedlist","","","n-icon-referral","false","nforce__inline_navigation","","","","a0sWD00000XoCGxYAN","nforce__sub_navigation","relationship-referral-information","","nforce__topbar","42309221871985500"
"a0mWD000003RDzAYAW","false","Loan Compliance","005al00000RVcKvAAL","compliance-2017","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","","nforce__sub_navigation","compliance-2017","","nforce__topbar","42309360786709900"
"a0mWD000003RDUYYA4","false","PPP Loan Information","005al00000RVcKvAAL","ppp-loan-information","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","","nforce__sub_navigation","ppp-loan-information","","nforce__topbar","42309496838575084"
"a0mWD000003RDUZYA4","false","Collateral Summary","005al00000RVcKvAAL","collateral-summary","","nforce__kogridlist","","","n-icon-collateral","false","nforce__navigation","","","","a0sWD00000Xo7a5YAB","nforce__sub_navigation","","","nforce__topbar","4231113141032653"
"a0mWD000003RDnuYAG","false","Loan Information","005al00000RVcKvAAL","loan-detail-m-loe-conventional","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7dyYAB","nforce__sub_navigation","","","nforce__topbar","42311196919645286"
"a0mWD000003RDnvYAG","false","Compliance","005al00000RVcKvAAL","loan-post-compliance-read-lob-pwc","","nforce__ncdatagrid","","","n-icon-hmda","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","42313730269725948"
